店铺长ID,店铺名称,地址,店铺分类,品类,省,市,区,手机
6510407,麦可斯（附海店）,慈溪市观附公路1324号,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,0574-82299603
42421876,米鱼记古法粥铺（亚细亚店）,海曙区药行街169号亚细亚商场A区5楼,餐饮,小吃快餐,浙江省,宁波,海曙区,0574-87247722/18957877017
41963012,烤鱼王（百丈南路店）,鄞州区百丈南路4号-7室,餐饮,香锅烤鱼,浙江省,宁波,鄞州区,13566006841/13486404705
1561592,出前一品豆捞（南门店）,慈溪市慈溪南门大街6号（圣巴里咖啡向北走20米，中央大厦东侧）,餐饮,慈溪火锅,浙江省,宁波,慈溪市,0574-63207799
5868613,余姚宾馆·新京都日本料理（余姚店）,余姚市舜水南路108号余姚宾馆二楼,餐饮,余姚日本菜,浙江省,宁波,余姚市,0574-62736177
5211730,AZI CAKE·阿紫（东部新城旗舰店）,鄞州区舒波路365弄20号保利悠悦汇2号楼1楼,餐饮,生日蛋糕,浙江省,宁波,鄞州区,13757491366
4713369,壹号铺,宁海县兴宁中路296号（大观文化园内）,餐饮,宁海生日蛋糕,浙江省,宁波,宁海县,18667896109
6146466,比尔奇原切牛排自助餐厅（招宝广场店）,镇海区招宝山街道西街73号2—16室,餐饮,自助餐,浙江省,宁波,镇海区,0574-86267898
6132508,正新鸡排（华润店）,慈溪市解放中街171号（华润万家大门口）,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,15267800013
2646839,汉堡王（宁波天一店）,海曙区药行街152号天一广场酷购A区第一/二层21F1048室,餐饮,西餐,浙江省,宁波,海曙区,0574-87084257/17606585150
41377571,LADYKIN小女人（胜山店）,慈溪市胜山镇马潭南路526号（胜地名苑）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,13968209004
41798274,小猫钓鱼（保利店）,慈溪市宗汉街道三北西大街1555号（滨湖天地城A2-063、A2-064号）,餐饮,慈溪火锅,浙江省,宁波,慈溪市,0574-63248686/13967886962
40023364,巴必屋（丈亭店）,余姚市丈亭镇新民中路111号（家家福隔壁）,餐饮,余姚西餐,浙江省,宁波,余姚市,0574-62719168
4964061,MY.girl蜜菓（南雷路店）,余姚市太平洋后街南雷路10-2号（金泰百货东门）,餐饮,余姚饮品店,浙江省,宁波,余姚市,13738401048
1414588,局百犊（骆驼店）,镇海区东邑北路518号（骆驼街道欧尚超市一层ZH-1007）,餐饮,西餐,浙江省,宁波,镇海区,0574-87008877
5997382,橙家日本料理,北仑区岷山路386号康桥小镇一楼（红典KTV后面）,餐饮,日本菜,浙江省,宁波,北仑区,0574-86865810
1490562,唐雲轩,慈溪市古塘街道孙塘北路1009号,餐饮,慈溪江浙菜,浙江省,宁波,慈溪市,0574-63079999/13858314488
5359322,老渔夫蟹煲（鄞州万达店）,鄞州区四明中路后庙街26号（鄞州万达广场对面）,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-55848728
4442122,阿二农庄,镇海区雄镇路1888号（雄镇路立交桥）,餐饮,江浙菜,浙江省,宁波,镇海区,13606841107
2534193,梅龙镇（南塘老街店）,海曙区南郊路306号（南塘老街）,餐饮,江浙菜,浙江省,宁波,海曙区,0574-87621940
6224357,川乐小镇尚品麻辣香锅（银泰百货店）,海曙区中山东路238号银泰百货7层7F-A5、A6,餐饮,香锅烤鱼,浙江省,宁波,海曙区,13353337277
6376949,乡村烤鱼（逍林店）,慈溪市逍林镇林西路393号,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,13989394789
6201840,小味道（128广场店）,鄞州区启明路818号（128广场）,餐饮,川湘菜,浙江省,宁波,鄞州区,0574-88392177
41398160,亲故（1902万科店）,镇海区万科广场4楼,餐饮,日韩料理,浙江省,宁波,镇海区,15268387131
849620,意卡菲·观景旋转餐厅（中农信店）,海曙区中山东路181号中农信大厦35楼（近和义大道）,餐饮,特色菜,浙江省,宁波,海曙区,0574-87717777
40781331,凯丝贝拉烘焙,余姚市临山镇十字南路38号菜场门口（合作信用社对面）,餐饮,余姚生日蛋糕,浙江省,宁波,余姚市,0574-62055253/15058209690
4922153,北疆饭店（高鑫广场店）,海曙区新星路111号高鑫广场3层,餐饮,新疆菜,浙江省,宁波,海曙区,0574-87253800
1857257,山水一号·中餐厅,鄞州区东钱湖度假区环湖东路下水村,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-56101999
2481792,成功再回首泡椒牛蛙（天一总店）,海曙区狮子街140号（狮子街与竺家巷交叉口东北角）,餐饮,川湘菜,浙江省,宁波,海曙区,0574-87804531
4814129,汉堡王（宁波来福士店）,江北区大庆南路99号B1层B148号（10:00-22:00）,餐饮,西餐,浙江省,宁波,江北区,0574-87465317
42323999,王的披萨（镇海总店）,镇海区工农路120号,餐饮,西餐,浙江省,宁波,镇海区,18758826518
42837753,喔爸韩国料理（环球银泰城店）,鄞州区天童南路1088号银泰环球城5楼528号,餐饮,日韩料理,浙江省,宁波,鄞州区,15258123310/19979309401
1856981,大丰收鱼庄（万达江北店）,江北区江北大道188号万达广场3层,餐饮,火锅,浙江省,宁波,江北区,0574-87379178
1857502,布朗尼意式休闲餐厅（大碶店）,北仑区大碶镇人民南路184号（近坝头西路）,餐饮,西餐,浙江省,宁波,北仑区,0574-86830689
51594385,火地铁板烧（环球银泰城店）,鄞州区天童南路1088号环球银泰城4层,餐饮,日本菜,浙江省,宁波,鄞州区,0574-88021025/15888535731
1857394,川德火锅（聪园路店）,镇海区聪园路256号,餐饮,火锅,浙江省,宁波,镇海区,0574-86270316
1172906,涌香海鲜世界,鄞州区舟宿夜江广场88号（近长丰桥）,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-88321777
3246645,天宁凯利时尚餐厅,鄞州区和济街116号（市交通运输委员会对面）,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-89119696
4893069,黄手艺冒菜（初六食仓店）,北仑区中河路399号银泰城4层初六食仓内,餐饮,小吃快餐,浙江省,宁波,北仑区,15869587974
70664,MEVLANA 土耳其餐厅,江北区老外滩人民路112号（大时代对面）,餐饮,西餐,浙江省,宁波,江北区,0574-88482112
5685062,蟹品汇·迷踪蟹蟹煲,宁海县兴工二路103号,餐饮,宁海火锅,浙江省,宁波,宁海县,0574-65505997
4009273,老板娘新光大酒店西餐厅,北仑区明州路789号（小山公园）,餐饮,西餐,浙江省,宁波,北仑区,0574-86857127/86857128
5388293,布朗尼意式休闲餐厅（大榭店）,北仑区大榭海港路邻里中心116号,餐饮,西餐,浙江省,宁波,北仑区,0574-86761196
4951224,周记烤鱼,慈溪市逍林镇樟新北路133号（逍林汉堡小子对面）,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,15901952904
4997990,蜜菓蜜制鲜饮（逍林林西路店）,慈溪市逍林镇林西路96号,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,0574-63486663/13858333958
40701582,尚品宫韩式纸上自助烧烤（培罗成店）,鄞州区鄞县大道下应段277号培罗成商业广场1楼西门（下应街道办事处北）,餐饮,烧烤烤串,浙江省,宁波,鄞州区,0574-89251910
50048179,叶氏兄弟果业（文山路7店）,余姚市文山路550号（人民医院斜对面工商银行边）,餐饮,余姚外卖,浙江省,宁波,余姚市,0574-62807788
6891950,桶茶（周巷店）,慈溪市周巷振工路133号,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,15088449848
2775992,村夫烤鱼（跃龙店）,宁海县跃龙路8号（海阔天空对面）,餐饮,宁海香锅烤鱼,浙江省,宁波,宁海县,0574-65555540/15869579336
4632046,天宫南铂玫瑰园酒店,鄞州区天宫路777号天宫庄园内,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-88008175
4680165,大丰收鱼庄（来福士店）,江北区大庆南路99号来福士广场四楼,餐饮,火锅,浙江省,宁波,江北区,0574-87073353
6590245,乌托邦花园西餐厅（中官西路店）,镇海区中官西路1060号嘉盛银座E号楼,餐饮,西餐,浙江省,宁波,镇海区,0574-86682224/18758881864
6540399,欧拉米,鄞州区姜山镇人民中路115号（原肯肯汉堡店）,餐饮,生日蛋糕,浙江省,宁波,鄞州区,0574-88226080/18069227656
6879745,好爸爸（外滩店）,江北区中马街道人民路60号,餐饮,江河湖海鲜,浙江省,宁波,江北区,0574-27714567
41468221,汉堡王（富邦广场店）,北仑区黄山路857号北仑富邦商业广场C区1层62-1,餐饮,西餐,浙江省,宁波,北仑区,0574-86801277
5469290,小涵韩式料理,海曙区丽园北路恒茂商业广场4号,餐饮,日韩料理,浙江省,宁波,海曙区,15888512829
64640305,绝味烤猪蹄（新恒公寓店）,北仑区新大路289号（果佳佳水果超市旁）,餐饮,小吃快餐,浙江省,宁波,北仑区,13486625330
40403601,大傻烤鱼（泗门第四分店）,余姚市中华路39号,餐饮,余姚香锅烤鱼,浙江省,宁波,余姚市,15990225469
4365223,亲爱的郭（北仑银泰城店）,北仑区中河路399号银泰城4层,餐饮,火锅,浙江省,宁波,北仑区,0574-86866186/18658486801
2442085,松山日式料理（慈溪店）,慈溪市古塘街道浒山路23号,餐饮,慈溪日本菜,浙江省,宁波,慈溪市,0574-63818990
4760772,顺水鱼馆&守柴炉烤鸭（宁波店）,慈溪市杭州湾新区世纪金源广场购物中心4楼,餐饮,慈溪火锅,浙江省,宁波,慈溪市杭州湾新区,0574-63776260
6460818,渝盛楼自助火锅烧烤,余姚市329国道金星宾馆旁边,餐饮,余姚自助餐,浙江省,宁波,余姚市,18358664512
4260144,楚浏湘（128广场店）,鄞州区鄞县大道与启明路交叉口西北侧（创新128广场内一二楼西北角）,餐饮,川湘菜,浙江省,宁波,鄞州区,0574-89251908
42317964,海悦天籁咖啡,北仑区东海路戚家山街道海悦公寓,餐饮,江浙菜,浙江省,宁波,北仑区,0574-86232008
4994143,华侨温德姆豪廷轩中餐厅,海曙区柳汀街230号,餐饮,江浙菜,浙江省,宁波,海曙区,0574-27708077
6036231,哆吉客（4店）,余姚市阳明西路358号（宁波银行西侧）,餐饮,余姚小吃快餐,浙江省,宁波,余姚市,0574-22229957
50983280,三秦面馆（王隘路店）,鄞州区王隘路63-1号（孔雀小区东门旁边）,餐饮,小吃快餐,浙江省,宁波,鄞州区,18658268856
850964,九龙阁中餐厅（开元九龙湖度假村店）,镇海区九龙湖镇郎家坪开元华城九龙湖渡假村1楼,餐饮,江浙菜,浙江省,宁波,镇海区,0574-86538888
849261,蟹满香煲庄（联丰店）,海曙区联丰中路与薛家南路交汇处宁波缤纷城三楼（铂澜大象城3楼）,餐饮,江河湖海鲜,浙江省,宁波,海曙区,0574-83860877
